,,,,,Fold = 1,Fold = 1,Fold = 1,Fold = 1,Fold = 1,Fold = 1,Fold = 1,Fold = 1,Fold = 2,Fold = 2,Fold = 2,Fold = 2,Fold = 2,Fold = 2,Fold = 2,Fold = 2,Fold = 3,Fold = 3,Fold = 3,Fold = 3,Fold = 3,Fold = 3,Fold = 3,Fold = 3,Fold = 4,Fold = 4,Fold = 4,Fold = 4,Fold = 4,Fold = 4,Fold = 4,Fold = 4,Fold = 5,Fold = 5,Fold = 5,Fold = 5,Fold = 5,Fold = 5,Fold = 5,Fold = 5,Avg_Hugin,Avg_SIIC,Avg_HuginCost,Avg_SIICCost,Avg_complexity,Avg_RComplexity,Avg_difference,STD_Hugin,STD_SIIC,STD_HuginCost,STD_SIICCost,STD_complexity,STD_RComplexity,STD_difference
,,,,,fold,Hugin,SIIC,RComplexity,HuginCost,SIICCost,complexity,difference,fold,Hugin,SIIC,RComplexity,HuginCost,SIICCost,complexity,difference,fold,Hugin,SIIC,RComplexity,HuginCost,SIICCost,complexity,difference,fold,Hugin,SIIC,RComplexity,HuginCost,SIICCost,complexity,difference,fold,Hugin,SIIC,RComplexity,HuginCost,SIICCost,complexity,difference,,,,,,,,,,,,,,
NOS,NOPar,NON,NOC,NOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,5,1,2,0.0,62.0,16.0,184.0,720.0,83.0,480.0,46.0,1.0,62.0,16.0,336.0,448.0,76.0,480.0,46.0,2.0,47.0,0.0,208.0,240.0,89.0,480.0,47.0,3.0,62.0,16.0,144.0,152.0,72.0,480.0,46.0,4.0,63.0,0.0,168.0,488.0,60.0,480.0,63.0,59.2,9.6,409.6,76.0,480.0,208.0,49.6,6.833739825307955,8.763560920082659,223.09818466316574,11.067971810589327,0.0,75.25955088890711,7.503332592921629
2,5,5,1,3,0.0,47.0,0.0,624.0,4416.0,151.0,640.0,47.0,1.0,78.0,16.0,416.0,640.0,81.0,640.0,62.0,2.0,62.0,15.0,400.0,416.0,141.0,640.0,47.0,3.0,62.0,15.0,688.0,1056.0,117.0,640.0,47.0,4.0,47.0,15.0,528.0,592.0,110.0,640.0,32.0,59.2,12.2,1424.0,120.0,640.0,531.2,47.0,12.911235417263523,6.833739825307955,1688.966547922131,27.53179979587241,0.0,126.18716258003425,10.606601717798213
2,5,5,2,1,0.0,63.0,16.0,200.0,216.0,81.0,480.0,47.0,1.0,63.0,16.0,216.0,440.0,82.0,480.0,47.0,2.0,78.0,15.0,224.0,280.0,78.0,480.0,63.0,3.0,63.0,16.0,168.0,168.0,85.0,480.0,47.0,4.0,62.0,15.0,240.0,352.0,85.0,480.0,47.0,65.8,15.6,291.2,82.2,480.0,209.6,50.2,6.833739825307955,0.5477225575051661,108.16284019939565,2.949576240750525,0.0,27.36421020237931,7.155417527999327
2,5,5,2,2,0.0,62.0,15.0,704.0,2112.0,143.0,800.0,47.0,1.0,78.0,31.0,496.0,2336.0,127.0,800.0,47.0,2.0,63.0,31.0,624.0,2528.0,141.0,800.0,32.0,3.0,63.0,16.0,640.0,1728.0,129.0,800.0,47.0,4.0,63.0,15.0,384.0,432.0,129.0,800.0,48.0,65.8,21.6,1827.2,133.8,800.0,569.6,44.2,6.833739825307954,8.590692637965812,834.7953042512877,7.5630681604756145,0.0,128.2996492590685,6.833739825307955
2,5,5,2,3,0.0,78.0,31.0,1984.0,29568.0,228.0,1120.0,47.0,1.0,62.0,31.0,2624.0,664336.0,505.0,1120.0,31.0,2.0,62.0,15.0,2256.0,119488.0,251.0,1120.0,47.0,3.0,63.0,16.0,640.0,7440.0,209.0,1120.0,47.0,4.0,62.0,16.0,2304.0,27584.0,256.0,1120.0,46.0,65.4,21.8,169683.2,289.8,1120.0,1961.6,43.6,7.056911505750939,8.408329203831164,279887.5928425553,121.76493748201902,0.0,772.9507099421023,7.056911505750941
2,5,5,3,1,0.0,63.0,16.0,696.0,2184.0,146.0,640.0,47.0,1.0,62.0,16.0,416.0,768.0,93.0,640.0,46.0,2.0,78.0,32.0,304.0,1088.0,108.0,640.0,46.0,3.0,63.0,16.0,280.0,416.0,104.0,640.0,47.0,4.0,62.0,15.0,320.0,2296.0,93.0,640.0,47.0,65.6,19.0,1350.4,108.8,640.0,403.2,46.6,6.9498201415576215,7.280109889280518,847.0825225442915,21.833460559425756,0.0,171.63682588535596,0.5477225575051661
2,5,5,3,2,0.0,62.0,32.0,704.0,1536.0,193.0,1120.0,30.0,1.0,62.0,16.0,896.0,2400.0,219.0,1120.0,46.0,2.0,62.0,16.0,2784.0,10336.0,252.0,1120.0,46.0,3.0,62.0,16.0,1088.0,3488.0,223.0,1120.0,46.0,4.0,94.0,31.0,672.0,7528.0,184.0,1120.0,63.0,68.4,22.2,5057.6,214.2,1120.0,1228.8,46.2,14.310835055998654,8.497058314499201,3738.0653819857134,26.88308018066382,0.0,885.2497952555539,11.670475568716128
2,5,5,3,3,0.0,63.0,31.0,1816.0,25552.0,330.0,1600.0,32.0,1.0,78.0,16.0,2008.0,642488.0,351.0,1600.0,62.0,2.0,78.0,31.0,10136.0,331216.0,832.0,1600.0,47.0,3.0,78.0,31.0,2184.0,25464.0,345.0,1600.0,47.0,4.0,78.0,31.0,2464.0,591264.0,377.0,1600.0,47.0,75.0,28.0,323196.8,447.0,1600.0,3721.6,47.0,6.708203932499369,6.708203932499369,296272.02401036787,215.89001829635384,0.0,3593.6762235905444,10.606601717798213
2,5,20,0,0,0.0,63.0,0.0,24464.0,24464.0,377.0,640.0,63.0,1.0,63.0,16.0,19856.0,19856.0,323.0,640.0,47.0,2.0,62.0,16.0,22752.0,22752.0,382.0,640.0,46.0,3.0,63.0,0.0,10496.0,10496.0,351.0,640.0,63.0,4.0,62.0,16.0,63104.0,63104.0,399.0,640.0,46.0,62.6,9.6,28134.4,366.4,640.0,28134.4,53.0,0.5477225575051661,8.763560920082659,20279.053547934625,29.74558790812513,0.0,20279.053547934625,9.137833441248533
2,5,20,1,1,0.0,78.0,16.0,45248.0,68416.0,721.0,1280.0,62.0,,,,,,,,,2.0,78.0,15.0,68576.0,94944.0,843.0,1280.0,63.0,,,,,,,,,4.0,78.0,31.0,102016.0,140928.0,861.0,1280.0,47.0,78.0,20.666666666666668,101429.33333333333,808.3333333333334,1280.0,71946.66666666667,57.333333333333336,0.0,8.962886439832502,36688.44773676495,76.16648431779777,0.0,28533.708159531827,8.962886439832502
2,5,20,1,2,,,,,,,,,1.0,78.0,47.0,109952.0,403136.0,1046.0,1920.0,31.0,2.0,79.0,15.0,194368.0,481088.0,1249.0,1920.0,64.0,3.0,78.0,46.0,62528.0,134976.0,1109.0,1920.0,32.0,,,,,,,,,78.33333333333333,36.0,339733.3333333333,1134.6666666666667,1920.0,122282.66666666667,42.333333333333336,0.5773502691896257,18.193405398660254,181557.98726944881,103.90540569832415,0.0,66779.34115677791,18.77054430040145
2,5,20,1,3,0.0,78.0,47.0,240384.0,442688.0,1439.0,2560.0,31.0,1.0,79.0,47.0,249024.0,501184.0,1912.0,2560.0,32.0,2.0,78.0,31.0,344128.0,4056960.0,1812.0,2560.0,47.0,,,,,,,,,4.0,78.0,31.0,208064.0,458176.0,1723.0,2560.0,47.0,78.25,39.0,1364752.0,1721.5,2560.0,260400.0,39.25,0.5,9.237604307034012,1794975.9208932766,203.54278829441898,0.0,58536.28080657898,8.958236433584458
2,5,20,2,1,0.0,94.0,15.0,241920.0,1985408.0,1179.0,1920.0,79.0,,,,,,,,,,,,,,,,,3.0,78.0,47.0,171008.0,475904.0,1283.0,1920.0,31.0,,,,,,,,,86.0,31.0,1230656.0,1231.0,1920.0,206464.0,55.0,11.313708498984761,22.627416997969522,1067380.5146282183,73.53910524340094,0.0,50142.356067500456,33.94112549695428
2,5,20,2,2,0.0,93.0,47.0,262080.0,685760.0,2117.0,3200.0,46.0,1.0,109.0,62.0,598720.0,3411648.0,2200.0,3200.0,47.0,2.0,110.0,47.0,349632.0,2039744.0,2193.0,3200.0,63.0,,,,,,,,,4.0,94.0,47.0,1336768.0,4417408.0,2225.0,3200.0,47.0,101.5,50.75,2638640.0,2183.75,3200.0,636800.0,50.75,9.255628917943215,7.5,1626240.4167387632,46.571629418205525,0.0,487950.0746483531,8.180260794538684
2,5,20,2,3,0.0,110.0,109.0,969536.0,18091008.0,3007.0,4480.0,1.0,1.0,109.0,94.0,283712.0,530176.0,2825.0,4480.0,15.0,,,,,,,,,3.0,110.0,94.0,440000.0,966592.0,2716.0,4480.0,16.0,,,,,,,,,109.66666666666667,99.0,6529258.666666667,2849.3333333333335,4480.0,564416.0,10.666666666666666,0.5773502691896257,8.660254037844387,10015146.05317313,147.01813947038417,0.0,359441.4354745429,8.386497083606082
2,5,20,3,1,0.0,109.0,47.0,289280.0,1749888.0,1631.0,2560.0,62.0,1.0,94.0,47.0,206976.0,582656.0,1470.0,2560.0,47.0,,,,,,,,,3.0,110.0,47.0,314240.0,1244800.0,1728.0,2560.0,63.0,,,,,,,,,104.33333333333333,47.0,1192448.0,1609.6666666666667,2560.0,270165.3333333333,57.333333333333336,8.962886439832502,0.0,585374.396761594,130.31628191954118,0.0,56128.595967949645,8.962886439832502
2,5,20,3,2,0.0,140.0,125.0,534464.0,8482752.0,2878.0,4480.0,15.0,1.0,109.0,62.0,1073088.0,20343104.0,3360.0,4480.0,47.0,2.0,126.0,94.0,892288.0,3440512.0,2790.0,4480.0,32.0,3.0,125.0,157.0,523136.0,3253344.0,2977.0,4480.0,-32.0,4.0,125.0,141.0,370432.0,1156736.0,2644.0,4480.0,-16.0,125.0,115.8,7335289.6,2929.8,4480.0,678681.6,9.2,10.977249200050075,38.035509724466685,7754450.3745777365,269.8188281050824,0.0,292059.52655717294,32.84356862461812
2,5,20,3,3,0.0,125.0,219.0,749312.0,55375232.0,4231.0,6400.0,-94.0,,,,,,,,,,,,,,,,,3.0,125.0,141.0,2185216.0,576854400.0,4319.0,6400.0,-16.0,,,,,,,,,125.0,180.0,316114816.0,4275.0,6400.0,1467264.0,-55.0,0.0,55.154328932550705,368741455.9403189,62.22539674441618,0.0,1015337.4555328883,55.154328932550705
2,5,50,0,0,0.0,15737.0,18152.0,1893935776.0,1893935776.0,1369.0,1600.0,-2415.0,,,,,,,,,2.0,1094.0,1250.0,161553856.0,161553856.0,1299.0,1600.0,-156.0,3.0,1937.0,2234.0,247039808.0,247039808.0,1377.0,1600.0,-297.0,,,,,,,,,6256.0,7212.0,767509813.3333334,1348.3333333333333,1600.0,767509813.3333334,-956.0,8221.598567188743,9487.084062028754,976449460.5582418,42.91076011134425,0.0,976449460.5582418,1265.4963453127789
2,5,50,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,52104.0,2952.0,3450799424.0,7920279872.0,4034.0,4800.0,49152.0,52104.0,2952.0,7920279872.0,4034.0,4800.0,3450799424.0,49152.0,,,,,,,
3,2,5,0,0,0.0,62.0,15.0,108.0,108.0,46.0,90.0,47.0,1.0,47.0,0.0,108.0,108.0,40.0,90.0,47.0,2.0,47.0,0.0,90.0,90.0,34.0,90.0,47.0,3.0,47.0,0.0,90.0,90.0,34.0,90.0,47.0,4.0,47.0,0.0,108.0,108.0,40.0,90.0,47.0,50.0,3.0,100.8,38.8,90.0,100.8,47.0,6.708203932499369,6.708203932499369,9.85900603509299,5.019960159204453,0.0,9.85900603509299,0.0
3,2,5,1,1,0.0,62.0,16.0,324.0,378.0,82.0,180.0,46.0,1.0,47.0,15.0,486.0,540.0,94.0,180.0,32.0,2.0,47.0,0.0,648.0,810.0,108.0,180.0,47.0,3.0,63.0,15.0,324.0,918.0,68.0,180.0,48.0,4.0,62.0,0.0,360.0,360.0,82.0,180.0,62.0,56.2,9.2,601.2,86.8,180.0,428.4,47.0,8.408329203831164,8.408329203831164,252.83433311162472,15.006665185843255,0.0,139.65958613714992,10.63014581273465
3,2,5,1,2,0.0,62.0,16.0,3888.0,14580.0,160.0,270.0,46.0,1.0,62.0,16.0,594.0,702.0,134.0,270.0,46.0,2.0,62.0,0.0,3240.0,8100.0,182.0,270.0,62.0,3.0,62.0,16.0,2430.0,178848.0,310.0,270.0,46.0,4.0,62.0,0.0,702.0,756.0,142.0,270.0,62.0,62.0,9.6,40597.2,185.6,270.0,2170.8,52.4,0.0,8.763560920082659,77500.31387807406,71.94998262682208,0.0,1483.4774012434434,8.763560920082657
3,2,5,1,3,0.0,62.0,15.0,756.0,1998.0,154.0,360.0,47.0,1.0,46.0,16.0,1242.0,4158.0,208.0,360.0,30.0,2.0,62.0,16.0,810.0,972.0,170.0,360.0,46.0,3.0,47.0,0.0,4860.0,4050.0,374.0,360.0,47.0,4.0,62.0,15.0,1944.0,29160.0,196.0,360.0,47.0,55.8,12.4,8067.6,220.4,360.0,1922.4,43.4,8.497058314499201,6.9498201415576215,11869.109098832987,88.44659405539593,0.0,1709.5925830442761,7.503332592921629
3,2,5,2,1,0.0,63.0,16.0,1188.0,9504.0,142.0,270.0,47.0,1.0,63.0,16.0,1296.0,7506.0,140.0,270.0,47.0,2.0,78.0,15.0,756.0,1566.0,122.0,270.0,63.0,3.0,63.0,15.0,1188.0,3240.0,130.0,270.0,48.0,4.0,62.0,16.0,1080.0,2754.0,124.0,270.0,46.0,65.8,15.6,4914.0,131.6,270.0,1101.6,50.2,6.833739825307955,0.5477225575051662,3408.208620375226,9.09945053286186,0.0,207.74214786605054,7.19027120489902
3,2,5,2,2,0.0,62.0,16.0,4266.0,38826.0,280.0,450.0,46.0,1.0,62.0,15.0,3402.0,28998.0,300.0,450.0,47.0,2.0,62.0,16.0,2592.0,1064988.0,404.0,450.0,46.0,3.0,62.0,15.0,2214.0,13230.0,274.0,450.0,47.0,4.0,62.0,16.0,3672.0,119826.0,284.0,450.0,46.0,62.0,15.6,253173.6,308.4,450.0,3229.2,46.4,0.0,0.5477225575051662,455685.39775682957,54.302854436944656,0.0,827.2757702241738,0.5477225575051661
3,2,5,2,3,0.0,62.0,16.0,6318.0,1359504.0,430.0,630.0,46.0,1.0,62.0,31.0,9396.0,1282392.0,358.0,630.0,31.0,2.0,63.0,15.0,325620.0,2754995490.0,1960.0,630.0,48.0,3.0,63.0,32.0,19926.0,10099296.0,1430.0,630.0,31.0,4.0,62.0,15.0,14256.0,10100214.0,664.0,630.0,47.0,62.4,21.8,555567379.2,968.4,630.0,75103.2,40.6,0.5477225575051661,8.87130204648675,1229525527.251007,698.4746237337474,0.0,140137.80012972944,8.792041856133306
3,2,5,3,1,0.0,62.0,15.0,6426.0,67878.0,310.0,360.0,47.0,1.0,63.0,16.0,1620.0,11880.0,244.0,360.0,47.0,2.0,78.0,15.0,1566.0,3942.0,220.0,360.0,63.0,3.0,81.0,16.0,1242.0,10044.0,196.0,360.0,65.0,4.0,62.0,31.0,1836.0,24030.0,232.0,360.0,31.0,69.2,18.6,23554.8,240.4,360.0,2538.0,50.6,9.47100839404126,6.9498201415576215,25827.68121996243,42.76447123489311,0.0,2183.831037420249,13.885243966167826
3,2,5,3,2,0.0,78.0,16.0,6912.0,3196800.0,556.0,630.0,62.0,1.0,63.0,16.0,12744.0,324108.0,926.0,630.0,47.0,2.0,63.0,16.0,3942.0,14364.0,398.0,630.0,47.0,3.0,63.0,31.0,5184.0,421686.0,742.0,630.0,32.0,4.0,62.0,32.0,5508.0,913464.0,460.0,630.0,30.0,65.8,22.2,974084.4,616.4,630.0,6858.0,43.6,6.833739825307954,8.497058314499201,1283823.9784366079,216.468935415685,0.0,3456.0,13.049904214207858
3,2,5,3,3,0.0,78.0,46.0,93798.0,9298983384.0,9196.0,900.0,32.0,1.0,62.0,31.0,173502.0,2715844302.0,2734.0,900.0,31.0,2.0,78.0,63.0,611874.0,860956074.0,19988.0,900.0,15.0,3.0,78.0,31.0,31104.0,345193255692.0,3184.0,900.0,47.0,4.0,62.0,32.0,22518.0,38326986.0,2006.0,900.0,30.0,71.6,40.6,71621473287.6,7421.6,900.0,186559.2,31.0,8.763560920082657,14.046351839534706,152974504585.22354,7588.189428315558,0.0,245328.17016233582,11.335784048754634
3,2,20,0,0,0.0,63.0,0.0,3402.0,3402.0,194.0,360.0,63.0,1.0,62.0,16.0,12474.0,12474.0,212.0,360.0,46.0,2.0,62.0,0.0,5778.0,5778.0,208.0,360.0,62.0,3.0,63.0,16.0,7074.0,7074.0,214.0,360.0,47.0,4.0,63.0,16.0,4320.0,4320.0,202.0,360.0,47.0,62.6,9.6,6609.6,206.0,360.0,6609.6,53.0,0.5477225575051661,8.763560920082659,3564.7362875814533,8.12403840463596,0.0,3564.7362875814533,8.689073598491383
3,2,20,1,1,0.0,78.0,16.0,1404108.0,6099030.0,476.0,720.0,62.0,1.0,78.0,31.0,29484.0,28674.0,424.0,720.0,47.0,2.0,78.0,31.0,95472.0,176634.0,482.0,720.0,47.0,3.0,79.0,31.0,69498.0,380970.0,418.0,720.0,48.0,,,,,,,,,78.25,27.25,1671327.0,450.0,720.0,399640.5,51.0,0.5,7.5,2955333.6577740256,33.665016461206925,0.0,670194.832305502,7.3484692283495345
3,2,20,1,2,,,,,,,,,,,,,,,,,2.0,94.0,31.0,4246614.0,179823024.0,842.0,1080.0,63.0,,,,,,,,,4.0,78.0,47.0,1298484.0,180300384.0,766.0,1080.0,31.0,86.0,39.0,180061704.0,804.0,1080.0,2772549.0,47.0,11.313708498984761,11.313708498984761,337544.4930672103,53.74011537017761,0.0,2084642.7148194963,22.627416997969522
3,2,20,1,3,,,,,,,,,1.0,1406.0,62.0,456463188.0,157465431756.0,1224.0,1440.0,1344.0,2.0,94.0,46.0,8540586.0,20920464.0,1002.0,1440.0,48.0,3.0,516.0,47.0,149648634.0,4835539620.0,1310.0,1440.0,469.0,,,,,,,,,672.0,51.666666666666664,54107297280.0,1178.6666666666667,1440.0,204884136.0,620.3333333333334,669.7671237079347,8.962886439832502,89543135477.67638,158.92555909397748,0.0,229012848.67121887,661.1205134718883
3,2,20,2,1,0.0,78.0,31.0,259416.0,3826008.0,748.0,1080.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,31.0,3826008.0,748.0,1080.0,259416.0,47.0,,,,,,,
3,2,20,2,2,0.0,968.0,94.0,275671998.0,941225184.0,1358.0,1800.0,874.0,,,,,,,,,,,,,,,,,3.0,125.0,110.0,5546340.0,533551158.0,1286.0,1800.0,15.0,,,,,,,,,546.5,102.0,737388171.0,1322.0,1800.0,140609169.0,444.5,596.0910165402596,11.313708498984761,288269068.2982209,50.91168824543142,0.0,191007684.54427817,607.4047250392443
3,2,20,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3.0,391.0,141.0,87450030.0,119624861551410.0,2330.0,2520.0,250.0,,,,,,,,,391.0,141.0,119624861551410.0,2330.0,2520.0,87450030.0,250.0,,,,,,,
3,2,20,3,1,0.0,141.0,63.0,2987658.0,23569596.0,1002.0,1440.0,78.0,1.0,125.0,78.0,1873638.0,291134682.0,1076.0,1440.0,47.0,,,,,,,,,,,,,,,,,4.0,141.0,63.0,6225444.0,66366324.0,992.0,1440.0,78.0,135.66666666666666,68.0,127023534.0,1023.3333333333334,1440.0,3695580.0,67.66666666666667,9.237604307034012,8.660254037844387,143726273.36463198,45.883911486852696,0.0,2260623.594049217,17.8978583448784
3,2,20,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8108.0,188.0,2393661024.0,472316754456.0,2302.0,2520.0,7920.0,8108.0,188.0,472316754456.0,2302.0,2520.0,2393661024.0,7920.0,,,,,,,
3,2,50,0,0,0.0,156.0,63.0,5349672.0,5349672.0,568.0,900.0,93.0,1.0,203.0,125.0,24577614.0,24577614.0,562.0,900.0,78.0,2.0,140.0,78.0,6365574.0,6006906.0,568.0,900.0,62.0,3.0,141.0,47.0,1806012.0,1806012.0,560.0,900.0,94.0,4.0,110.0,62.0,3005802.0,6911298.0,562.0,900.0,48.0,150.0,75.0,8930300.4,564.0,900.0,8220934.8,75.0,34.007352146263905,30.024989592004857,8958758.470781026,3.7416573867739413,0.0,9321699.320243986,19.949937343260004
3,3,5,0,0,0.0,47.0,0.0,108.0,108.0,50.0,270.0,47.0,1.0,47.0,0.0,90.0,90.0,52.0,270.0,47.0,2.0,47.0,0.0,108.0,108.0,56.0,270.0,47.0,3.0,47.0,0.0,108.0,108.0,46.0,270.0,47.0,4.0,47.0,0.0,108.0,108.0,40.0,270.0,47.0,47.0,0.0,104.4,48.8,270.0,104.4,47.0,0.0,0.0,8.049844718999243,6.099180272790763,0.0,8.049844718999243,0.0
3,3,5,1,1,0.0,63.0,0.0,648.0,1188.0,76.0,540.0,63.0,1.0,46.0,15.0,810.0,810.0,160.0,540.0,31.0,2.0,63.0,16.0,594.0,810.0,124.0,540.0,47.0,3.0,63.0,16.0,810.0,1458.0,166.0,540.0,47.0,4.0,62.0,15.0,324.0,594.0,92.0,540.0,47.0,59.4,12.4,972.0,123.6,540.0,637.2,47.0,7.503332592921629,6.9498201415576215,345.7687088213738,39.95997997997497,0.0,199.87295965187488,11.313708498984761
3,3,5,1,2,0.0,63.0,16.0,1296.0,1620.0,136.0,810.0,47.0,1.0,47.0,0.0,1296.0,1458.0,202.0,810.0,47.0,2.0,63.0,16.0,2106.0,9396.0,170.0,810.0,47.0,3.0,63.0,16.0,1080.0,1350.0,238.0,810.0,47.0,4.0,62.0,16.0,1242.0,2538.0,212.0,810.0,46.0,59.6,12.8,3272.4,191.6,810.0,1404.0,46.8,7.056911505750941,7.155417527999329,3455.282738069346,39.48164130326904,0.0,402.2909394952862,0.4472135954999579
3,3,5,1,3,0.0,63.0,16.0,1134.0,4482.0,278.0,1080.0,47.0,1.0,47.0,16.0,2430.0,9558.0,296.0,1080.0,31.0,2.0,46.0,16.0,1566.0,5454.0,202.0,1080.0,30.0,3.0,62.0,15.0,1620.0,2268.0,242.0,1080.0,47.0,4.0,62.0,0.0,1242.0,1728.0,188.0,1080.0,62.0,56.0,12.6,4698.0,241.2,1080.0,1598.4,43.4,8.689073598491383,7.05691150575094,3121.0411724294827,46.70331893987836,0.0,508.862260341637,13.277801022759755
3,3,5,2,1,0.0,62.0,15.0,1458.0,4698.0,182.0,810.0,47.0,1.0,63.0,16.0,540.0,1296.0,110.0,810.0,47.0,2.0,62.0,0.0,1404.0,2700.0,208.0,810.0,62.0,3.0,63.0,16.0,972.0,28350.0,166.0,810.0,47.0,4.0,63.0,16.0,2268.0,3402.0,182.0,810.0,47.0,62.6,12.6,8089.2,169.6,810.0,1328.4,50.0,0.5477225575051661,7.05691150575094,11392.553936672848,36.56227564033727,0.0,643.0309479333013,6.708203932499369
3,3,5,2,2,0.0,63.0,15.0,3942.0,891324.0,400.0,1350.0,48.0,1.0,62.0,16.0,2106.0,9018.0,274.0,1350.0,46.0,2.0,62.0,16.0,14148.0,295326.0,628.0,1350.0,46.0,3.0,62.0,15.0,2646.0,53514.0,274.0,1350.0,47.0,4.0,62.0,16.0,7776.0,257094.0,388.0,1350.0,46.0,62.2,15.6,301255.2,392.8,1350.0,6123.6,46.6,0.4472135954999579,0.5477225575051662,352471.5729575933,144.5863064055514,0.0,5002.889445110695,0.8944271909999159
3,3,5,2,3,0.0,63.0,31.0,5508.0,35964.0,602.0,1890.0,32.0,1.0,62.0,15.0,6642.0,123714.0,530.0,1890.0,47.0,2.0,62.0,31.0,12150.0,11164716.0,664.0,1890.0,31.0,3.0,63.0,47.0,11340.0,12759930.0,1468.0,1890.0,16.0,4.0,62.0,16.0,5022.0,140886.0,440.0,1890.0,46.0,62.4,28.0,4845042.0,740.8,1890.0,8132.4,34.4,0.5477225575051661,13.152946437965905,6521713.43445923,415.0002409637855,0.0,3362.0367041422974,12.739701723352868
3,3,5,3,1,0.0,63.0,16.0,1890.0,9072.0,242.0,1080.0,47.0,1.0,63.0,15.0,1674.0,14580.0,248.0,1080.0,48.0,2.0,63.0,16.0,2214.0,100116.0,298.0,1080.0,47.0,3.0,78.0,16.0,2646.0,80406.0,188.0,1080.0,62.0,4.0,63.0,15.0,2754.0,7074.0,256.0,1080.0,48.0,66.0,15.6,42249.6,246.4,1080.0,2235.6,50.4,6.708203932499369,0.5477225575051661,44463.78821917898,39.329378332234036,0.0,467.0297635054965,6.5038450166036395
3,3,5,3,2,0.0,63.0,31.0,10584.0,1125900.0,604.0,1890.0,32.0,1.0,63.0,16.0,7830.0,100563498.0,988.0,1890.0,47.0,2.0,62.0,32.0,12150.0,3898692.0,688.0,1890.0,30.0,3.0,78.0,15.0,6264.0,82620.0,478.0,1890.0,63.0,4.0,78.0,16.0,4698.0,83538.0,484.0,1890.0,62.0,68.8,22.0,21150849.6,648.4,1890.0,8305.2,46.8,8.408329203831164,8.689073598491383,44420451.90779134,209.12388672746116,0.0,3056.9437678832105,15.770225109363532
3,3,5,3,3,0.0,62.0,46.0,349758.0,11622623256.0,11348.0,2700.0,16.0,1.0,63.0,31.0,140940.0,317273760.0,4084.0,2700.0,32.0,2.0,63.0,31.0,84564.0,3874391514.0,7018.0,2700.0,32.0,3.0,78.0,31.0,55242.0,455868.0,4860.0,2700.0,47.0,4.0,78.0,31.0,65286.0,431002242.0,3916.0,2700.0,47.0,68.8,34.0,3249149328.0,6245.2,2700.0,139158.0,34.8,8.408329203831164,6.708203932499369,4939581205.822569,3108.477312125665,0.0,122305.97675502207,12.911235417263523
3,3,20,0,0,0.0,62.0,0.0,33426.0,33426.0,410.0,1080.0,62.0,1.0,63.0,15.0,50544.0,50544.0,424.0,1080.0,48.0,2.0,62.0,15.0,40932.0,40932.0,418.0,1080.0,47.0,3.0,62.0,15.0,55674.0,55674.0,408.0,1080.0,47.0,4.0,47.0,0.0,34272.0,34272.0,404.0,1080.0,47.0,59.2,9.0,42969.6,412.8,1080.0,42969.6,50.2,6.833739825307955,8.215838362577491,9869.823645840892,8.07465169527454,0.0,9869.823645840892,6.610597552415363
3,3,20,1,1,0.0,78.0,32.0,726354.0,2924370.0,938.0,2160.0,46.0,1.0,78.0,31.0,727866.0,1213380.0,1006.0,2160.0,47.0,,,,,,,,,3.0,74.0,15.0,1102248.0,16689726.0,946.0,2160.0,59.0,,,,,,,,,76.66666666666667,26.0,6942492.0,963.3333333333334,2160.0,852156.0,50.666666666666664,2.3094010767585034,9.539392014169456,8484591.89844108,37.16629297271027,0.0,216587.3446995461,7.234178138070235
3,3,20,1,2,0.0,94.0,47.0,3307230.0,17544600.0,1488.0,3240.0,47.0,,,,,,,,,,,,,,,,,3.0,78.0,31.0,1970568.0,75370662.0,1560.0,3240.0,47.0,4.0,78.0,47.0,3350970.0,64114578.0,1646.0,3240.0,31.0,83.33333333333333,41.666666666666664,52343280.0,1564.6666666666667,3240.0,2876256.0,41.666666666666664,9.237604307034013,9.237604307034013,30657559.492897734,79.10330797971304,0.0,784653.6572960073,9.237604307034013
3,3,20,1,3,,,,,,,,,,,,,,,,,,,,,,,,,3.0,78.0,78.0,572670.0,1024812.0,1742.0,4320.0,0.0,4.0,78.0,47.0,1188756.0,3452058.0,1952.0,4320.0,31.0,78.0,62.5,2238435.0,1847.0,4320.0,880713.0,15.5,0.0,21.920310216782973,1716322.1062079228,148.49242404917499,0.0,435638.5883940953,21.920310216782973
3,3,20,2,1,,,,,,,,,1.0,94.0,31.0,2339604.0,8147790.0,1454.0,3240.0,63.0,2.0,125.0,47.0,4636278.0,9837612.0,1358.0,3240.0,78.0,3.0,109.0,32.0,2897046.0,17261748.0,1636.0,3240.0,77.0,,,,,,,,,109.33333333333333,36.666666666666664,11749050.0,1482.6666666666667,3240.0,3290976.0,72.66666666666667,15.50268793897798,8.962886439832502,4848324.868170861,141.1996222846695,0.0,1197941.358850257,8.386497083606084
