Fold   	 NumOfNodes     NumOfAvgPar 	 NumOfStates 	 NumOfClass 	   NumOfObj 	     Hugin-JTCost 	       SIIC-JTCost   	  Hugin   	     SIIC
1		5		3		3		1		3		2430		9558		14		6
2		5		3		3		1		3		1566		5454		12		8
3		5		3		3		1		3		1620		2268		13		6
4		5		3		3		1		3		1242		1728		14		9
0		5		3		3		2		1		1458		4698		22		12
1		5		3		3		2		1		540		1296		19		12
2		5		3		3		2		1		1404		2700		18		10
3		5		3		3		2		1		972		28350		19		14
4		5		3		3		2		1		2268		3402		23		14
0		5		3		3		2		2		3942		891324		21		8
1		5		3		3		2		2		2106		9018		17		12
2		5		3		3		2		2		14148		295326		20		8
3		5		3		3		2		2		2646		53514		18		12
4		5		3		3		2		2		7776		257094		18		11
0		5		3		3		2		3		5508		35964		18		16
1		5		3		3		2		3		6642		123714		20		13
2		5		3		3		2		3		12150		11164716		20		11
3		5		3		3		2		3		11340		12759930		18		14
4		5		3		3		2		3		5022		140886		18		12
0		5		3		3		3		1		1890		9072		22		11
1		5		3		3		3		1		1674		14580		24		11
2		5		3		3		3		1		2214		100116		23		10
3		5		3		3		3		1		2646		80406		23		17
4		5		3		3		3		1		2754		7074		24		11
0		5		3		3		3		2		10584		1125900		25		14
1		5		3		3		3		2		7830		100563498		22		10
2		5		3		3		3		2		12150		3898692		21		16
3		5		3		3		3		2		6264		82620		26		13
4		5		3		3		3		2		4698		83538		24		14
0		5		3		3		3		3		349758		-1262278632		25		32
1		5		3		3		3		3		140940		317273760		22		16
2		5		3		3		3		3		84564		-420575782		22		28
3		5		3		3		3		3		55242		455868		22		19
4		5		3		3		3		3		65286		431002242		22		21
0		5		5		3		0		0		90		90		9		2
1		5		5		3		0		0		108		108		6		3
2		5		5		3		0		0		90		90		6		2
3		5		5		3		0		0		108		108		9		2
4		5		5		3		0		0		54		54		8		2
0		5		5		3		1		1		972		7290		13		8
1		5		5		3		1		1		360		954		16		9
2		5		5		3		1		1		648		972		13		5
3		5		5		3		1		1		972		1242		13		6
4		5		5		3		1		1		378		378		13		6
0		5		5		3		1		2		1296		2106		14		6
1		5		5		3		1		2		1782		75168		12		8
2		5		5		3		1		2		5832		79218		15		9
3		5		5		3		1		2		1080		2106		12		5
4		5		5		3		1		2		1944		2430		12		6
0		5		5		3		1		3		2106		20412		13		10
1		5		5		3		1		3		4860		5184		14		8
2		5		5		3		1		3		1458		4536		14		5
3		5		5		3		1		3		4374		835434		12		11
4		5		5		3		1		3		1296		1296		14		7
0		5		5		3		2		1		972		1458		18		9
1		5		5		3		2		1		1998		9018		19		11
2		5		5		3		2		1		2052		8100		19		13
3		5		5		3		2		1		702		7290		18		12
4		5		5		3		2		1		1350		2376		18		10
0		5		5		3		2		2		4644		33804		17		10
1		5		5		3		2		2		2376		20844		16		10
2		5		5		3		2		2		4644		120690		17		12
3		5		5		3		2		2		3294		6804		17		7
4		5		5		3		2		2		2646		9666		19		10
0		5		5		3		2		3		18630		427032		18		12
2		5		5		3		2		3		6156		160218		18		9
3		5		5		3		2		3		2754		43902		18		12
4		5		5		3		2		3		37422		1424628		19		15
0		5		5		3		3		1		2160		6804		23		14
1		5		5		3		3		1		1242		1998		22		10
2		5		5		3		3		1		2754		11826		23		13
3		5		5		3		3		1		3186		11178		24		11
4		5		5		3		3		1		1512		3672		21		11
0		5		5		3		3		2		20304		2836998		22		13
1		5		5		3		3		2		33210		159354		23		15
2		5		5		3		3		2		6048		3604932		25		14
3		5		5		3		3		2		7452		312660		26		15
4		5		5		3		3		2		3726		143478		24		12
0		5		5		3		3		3		37908		149202		27		16
1		5		5		3		3		3		23004		927180		22		16
2		5		5		3		3		3		24138		1291522536		34		18
3		5		5		3		3		3		74844		157881906		23		22
4		5		5		3		3		3		74196		3922884		23		15
0		5		2		4		0		0		96		96		8		1
1		5		2		4		0		0		208		208		8		2
2		5		2		4		0		0		112		112		8		2
3		5		2		4		0		0		256		256		8		2
4		5		2		4		0		0		208		208		9		2
0		5		2		4		1		1		2176		2432		14		6
1		5		2		4		1		1		2048		3328		12		7
2		5		2		4		1		1		896		16704		13		8
3		5		2		4		1		1		768		1664		15		6
4		5		2		4		1		1		1088		6464		13		7
0		5		2		4		1		2		10432		21056		13		8
1		5		2		4		1		2		1280		2432		12		8
2		5		2		4		1		2		3584		13568		14		6
3		5		2		4		1		2		2112		3776		12		5
4		5		2		4		1		2		1984		2688		13		9
0		5		2		4		1		3		2048		8128		12		5
1		5		2		4		1		3		15040		18877120		13		11
2		5		2		4		1		3		9408		1314112		13		6
3		5		2		4		1		3		27904		102400		13		9
4		5		2		4		1		3		5632		33024		13		6
0		5		2		4		2		1		3968		17280		17		9
1		5		2		4		2		1		3520		6272		16		11
2		5		2		4		2		1		5248		16000		19		10
3		5		2		4		2		1		4032		24640		17		12
4		5		2		4		2		1		928		2144		17		10
0		5		2		4		2		2		11008		343808		17		9
1		5		2		4		2		2		3392		9728		17		12
2		5		2		4		2		2		16768		990848		20		12
3		5		2		4		2		2		14208		5410560		19		13
4		5		2		4		2		2		3904		9344		17		9
0		5		2		4		2		3		25152		536882176		18		16
1		5		2		4		2		3		63680		117971008		20		15
2		5		2		4		2		3		30400		357952		17		14
3		5		2		4		2		3		46976		10494016		18		12
4		5		2		4		2		3		74880		23865152		18		19
0		5		2		4		3		1		6784		272512		22		12
1		5		2		4		3		1		4352		69376		23		12
2		5		2		4		3		1		31680		1060672		24		17
3		5		2		4		3		1		13696		73280		23		12
4		5		2		4		3		1		7232		462976		22		11
0		5		2		4		3		2		241408		100930944		22		21
1		5		2		4		3		2		46720		109598848		21		17
2		5		2		4		3		2		28544		537011392		21		19
3		5		2		4		3		2		460032		-1409273472		29		28
4		5		2		4		3		2		40192		469968896		22		12
0		5		2		4		3		3		206272		-2139086912		35		37
0		20		2		2		0		0		888		888		96		10
1		20		2		2		0		0		572		572		13		8
2		20		2		2		0		0		696		696		9		7
3		20		2		2		0		0		816		816		11		6
4		20		2		2		0		0		804		804		8		4
3		20		2		2		1		1		11584		98392		14		17
4		20		2		2		1		1		25648		170960		15		21
0		20		2		2		1		2		53656		102072		19		36
1		20		2		2		1		2		17392		39464		25		27
2		20		2		2		1		2		16928		163360		21		39
4		20		2		2		1		2		31232		108368		20		42
1		20		2		2		1		3		25208		120784		23		39
4		20		2		2		1		3		111656		9781304		17		22
0		20		2		2		2		1		10288		27368		23		19
1		20		2		2		2		2		277024		15824384		28		61
3		20		2		2		2		2		397568		289632		24		67
1		20		2		2		2		3		314376		175452416		23		113
3		20		2		2		2		3		974984		1624233928		32		111
2		20		2		2		3		1		28328		115504		31		76
3		20		2		2		3		1		185720		17259288		33		43
4		20		2		2		3		1		326424		444808		26		42
0		20		2		2		3		2		4954048		-1844252368		52		142
3		20		2		2		3		2		1199952		8573888		41		178
2		20		2		2		3		3		41531088		94178360		182		458
0		20		3		2		0		0		4512		4512		12		7
1		20		3		2		0		0		3712		3712		9		3
2		20		3		2		0		0		2016		2016		11		3
3		20		3		2		0		0		4096		4096		11		3
4		20		3		2		0		0		5168		5168		7		6
0		20		3		2		1		1		11608		29752		15		13
1		20		3		2		1		1		18784		37824		16		8
2		20		3		2		1		1		15424		90528		15		12
3		20		3		2		1		1		9776		14128		17		12
0		20		3		2		1		2		15328		35696		17		20
1		20		3		2		1		2		123488		862976		18		14
2		20		3		2		1		2		74144		153664		18		15
3		20		3		2		1		2		40880		143664		19		17
2		20		3		2		1		3		90912		390224		18		17
0		20		3		2		2		1		53952		138144		22		17
2		20		3		2		2		1		50320		342480		19		20
4		20		3		2		2		1		74576		222576		18		17
3		20		3		2		2		2		496000		17324416		23		31
2		20		3		2		2		3		749632		47472768		30		81
0		20		3		2		3		1		81704		851312		28		28
0		20		3		2		3		2		133920		1034752		29		90
1		20		3		2		3		2		553120		40137504		30		80
2		20		3		2		3		2		782240		1125017952		32		71
0		20		3		2		3		3		474112		119956192		30		215
0		20		5		2		0		0		24464		24464		7		4
1		20		5		2		0		0		19856		19856		14		6
2		20		5		2		0		0		22752		22752		11		6
3		20		5		2		0		0		10496		10496		10		4
4		20		5		2		0		0		63104		63104		9		6
0		20		5		2		1		1		45248		68416		11		11
2		20		5		2		1		1		68576		94944		20		13
4		20		5		2		1		1		102016		140928		19		11
1		20		5		2		1		2		109952		403136		17		12
2		20		5		2		1		2		194368		481088		17		12
3		20		5		2		1		2		62528		134976		15		13
0		20		5		2		1		3		240384		442688		16		15
1		20		5		2		1		3		249024		501184		18		14
2		20		5		2		1		3		344128		4056960		20		13
4		20		5		2		1		3		208064		458176		11		17
0		20		5		2		2		1		241920		1985408		25		16
3		20		5		2		2		1		171008		475904		21		14
0		20		5		2		2		2		262080		685760		24		22
1		20		5		2		2		2		598720		3411648		27		20
2		20		5		2		2		2		349632		2039744		21		24
4		20		5		2		2		2		1336768		4417408		25		23
0		20		5		2		2		3		969536		18091008		30		38
1		20		5		2		2		3		283712		530176		26		40
3		20		5		2		2		3		440000		966592		25		45
0		20		5		2		3		1		289280		1749888		31		21
1		20		5		2		3		1		206976		582656		29		19
3		20		5		2		3		1		314240		1244800		28		28
0		20		5		2		3		2		534464		8482752		33		45
1		20		5		2		3		2		1073088		20343104		34		34
2		20		5		2		3		2		892288		3440512		37		45
3		20		5		2		3		2		523136		3253344		31		45
4		20		5		2		3		2		370432		1156736		29		56
0		20		5		2		3		3		749312		55375232		35		124
3		20		5		2		3		3		2185216		576854400		37		103
0		20		2		3		0		0		3402		3402		8		6
1		20		2		3		0		0		12474		12474		9		5
2		20		2		3		0		0		5778		5778		9		5
3		20		2		3		0		0		7074		7074		9		5
4		20		2		3		0		0		4320		4320		11		5
0		20		2		3		1		1		1404108		6099030		19		11
1		20		2		3		1		1		29484		28674		13		9
2		20		2		3		1		1		95472		176634		13		11
3		20		2		3		1		1		69498		380970		15		9
2		20		2		3		1		2		4246614		179823024		35		15
4		20		2		3		1		2		1298484		180300384		22		15
1		20		2		3		1		3		456463188		-1448358196		1534		19
2		20		2		3		1		3		8540586		20920464		66		24
3		20		2		3		1		3		149648634		540572324		506		21
0		20		2		3		2		1		259416		3826008		22		20
0		20		2		3		2		2		275671998		941225184		1139		43
3		20		2		3		2		2		5546340		533551158		46		59
3		20		2		3		2		3		87450030		1432423218		344		95
0		20		2		3		3		1		2987658		23569596		146		41
1		20		2		3		3		1		1873638		291134682		43		41
4		20		2		3		3		1		6225444		66366324		59		37
4		20		2		3		3		2		2393661024		-129648104		10928		159
0		20		3		3		0		0		33426		33426		21		5
1		20		3		3		0		0		50544		50544		10		7
2		20		3		3		0		0		40932		40932		9		5
3		20		3		3		0		0		55674		55674		8		5
4		20		3		3		0		0		34272		34272		11		5
0		20		3		3		1		1		726354		2924370		24		13
1		20		3		3		1		1		727866		1213380		19		14
3		20		3		3		1		1		1102248		16689726		21		12
0		20		3		3		1		2		3307230		17544600		38		16
3		20		3		3		1		2		1970568		75370662		24		15
4		20		3		3		1		2		3350970		64114578		34		15
3		20		3		3		1		3		572670		1024812		23		28
4		20		3		3		1		3		1188756		3452058		26		21
1		20		3		3		2		1		2339604		8147790		35		15
2		20		3		3		2		1		4636278		9837612		47		29
3		20		3		3		2		1		2897046		17261748		33		20
1		20		3		3		2		2		32804352		107622594		163		36
2		20		3		3		2		2		7156998		52665714		62		56
3		20		3		3		2		2		69077448		-874002964		332		42
2		20		3		3		2		3		21476988		83748168		105		118
4		20		3		3		2		3		69672960		2266534114		317		68
1		20		3		3		3		1		6978312		63513234		90		28
2		20		3		3		3		1		12673098		333498708		88		37
1		20		3		3		3		2		71728254		591598724		309		88
0		20		5		3		0		0		1713636		1713636		21		20
1		20		5		3		0		0		992412		992412		14		15
2		20		5		3		0		0		2178252		2178252		23		20
3		20		5		3		0		0		5929686		5929686		44		40
4		20		5		3		0		0		3013686		3013686		28		27
0		20		5		3		1		1		6343758		30230172		60		38
2		20		5		3		1		1		15478128		17064432		114		36
3		20		5		3		1		1		13553082		58898340		92		38
0		20		5		3		1		2		10056798		12348774		92		30
0		50		2		2		0		0		21296			21296			89		32
1		50		2		2		0		0		40340			40340			14		23
2		50		2		2		0		0		36344			36344			20		18
3		50		2		2		0		0		156120			108248			15		14
4		50		2		2		0		0		109100			109100			14		17
0		50		2		2		1		1		160307400		87355896		714		60
1		50		2		2		1		1		5108816			24585360		43		70
0		50		2		2		1		2		17020784		162366464		109		190
2		50		2		2		2		1		1318162352		949363776		6067		186
0		50		3		2		0		0		11855136		11855136		63		67
1		50		3		2		0		0		2032892			2032892			24		22
2		50		3		2		0		0		12577520		11600624		78		83
3		50		3		2		0		0		3868872			3868872			31		30
4		50		3		2		0		0		3446416			4954128			34		39
0		50		3		2		1		1		215493888		296937344		1084		49
0		50		3		2		1		2		63857776		560028560		453		145
2		50		3		2		1		2		81345136		381893616		437		126
2		50		5		2		0		0		161553856		161553856		1113		1175
3		50		5		2		0		0		247039808		247039808		2067		2107
0		50		2		3		0		0		5349672			5349672			40		40
1		50		2		3		0		0		24577614		24577614		110		112
2		50		2		3		0		0		6365574			6006906			54		48
3		50		2		3		0		0		1806012			1806012			22		19
4		50		2		3		0		0		3005802			6911298			27		41
0		50		2		4		0		0		32332944		32332944		151		146
2		50		2		4		0		0		127674640		127674640		493		475
3		50		2		4		0		0		44786688		44792832		248		225
4		50		2		4		0		0		13561168		14519632		71		74
0		50		2		4		0		0		32332944		32332944		179		168
1		50		2		4		0		0		1229919232		1292830720		7280		6578
2		50		2		4		0		0		127674640		127674640		529		509
3		50		2		4		0		0		44786688		44792832		611		427
4		50		2		4		0		0		13561168		14519632		75		77

